title,funders
Geospatial IoT—The Need for Event-Driven Architectures in Contemporary Spatial Data Infrastructures,Bundesministerium für Bildung und Forschung| Bundesministerium für Bildung und Forschung| Bundesministerium für Bildung und Forschung| Bundesministerium für Verkehr und Digitale Infrastruktur| Horizon 2020 Framework Programme| Deutsche Forschungsgemeinschaft
A Blockchain-Based Medical Data Sharing Mechanism with Attribute-Based Access Control and Privacy Protection.,National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China
Data sharing to inform school-based asthma services.,NCCDPHP CDC HHS
Legal assessment tool (LAT): an interactive tool to address privacy and data protection issues for data sharing,Directorate-General for Research and Innovation
Characteristics of available studies and dissemination of research using major clinical data sharing platforms.,NIAAA NIH HHS| AHRQ HHS| FDA HHS| FDA HHS
Does open data boost journal impact: evidence from Chinese economics.,National Natural Science Foundation of China| ISTIC-CLARIVATE Analytics Joint Laboratory for Scientometrics
Valuing Personal Data with Privacy Consideration.,NLM NIH HHS
CHI - Investigating Slowness as a Frame to Design Longer-Term Experiences with Personal Data: A Field Study of Olly,Natural Sciences and Engineering Research Council of Canada| Social Sciences and Humanities Research Council of Canada
A systematic review of barriers to data sharing in public health,Wellcome Trust| NIGMS NIH HHS| NIGMS NIH HHS
GDPR-Compliant Personal Data Management: A Blockchain-Based Solution,Imperial College London
Fast algorithms for GS-model-based image reconstruction in data-sharing Fourier imaging,NHLBI NIH HHS| NCRR NIH HHS
Requirements of an Open Data Based Business Ecosystem,"National Strategic Research Project, Open Data End-user Programming funded by the Finnish Funding Agency for Technology and Innovation and the VTT Technical Research Centre of Finland"
Is Blockchain a Suitable Technology for Ensuring the Integrity of Data Shared by Lighting and Other Building Systemsƒ,Battelle
DG.O - Assessing the Open Data Maturity of Government Agencies Having Different Years of Implementation Experience: A Study in Taiwan,"The Ministry of Science and Technology, Taiwan"
A secure data sharing scheme with cheating detection based on Chaum-Pedersen protocol for cloud storage,"National Natural Science Foundation of China| National Natural Science Foundation of China| the National Key R&D Program of China| the Research Fund for International Young Scientists, China| National Cryptography Development Fund for the 13th Five- Year Plan, China| the Foundation of State Key Laboratory of Information Security, China| the Fundamental Research Funds for the Central Universities, China| the Scientific Research Program Funded by Shaanxi Provincial Education Department, China| the Provincial Natural Science Foundation Research Project of Shaanxi, China| the Doctoral Scientific Fund Project of Shaanxi University of Science & Technology, China"
"EFADS: Efficient, flexible and anonymous data sharing protocol for cloud computing with proxy re-encryption",China 973 program| NFSC program| NFSC program| NFSZJ| NFSZJ| Program for Zhejiang Leading Team of Science and Technology Innovation| Science and Technology Project of Zhejiang Province| SRF
Towards Healthcare Data Sharing: An e-Health Integration Effort in Indonesian District,Ministry of Research and Technology of Indonesia
A Flexible Privacy-Preserving Data Sharing Scheme in Cloud-Assisted IoT,National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| China Postdoctoral Science Foundation| National Key Research and Development Program of China| National Key Research and Development Program of China| Science and Technology Key Projects of Hunan Province| Science and Technology Key Projects of Hunan Province| Science and Technology Key Projects of Hunan Province| Science and Technology Key Projects of Hunan Province| Science and Technology Key Projects of Changsha City| Natural Science Foundation of Hunan Province
Open Data for Clinical Pharmacology.,FDA HHS| NIH HHS
Enabling Identity-Based Integrity Auditing and Data Sharing With Sensitive Information Hiding for Secure Cloud Storage,National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Cryptography Development Fund of China| Anhui University| Chinese Academy of Sciences| Chinese Academy of Sciences
AIES - Measuring Lay Reactions to Personal Data Markets,ETH Zurich Center for Law and Economics
Data Sharing in Education Science.,NICHD NIH HHS| NICHD NIH HHS
"ACM Multimedia - Harnessing Big Personal Data, with Scrutable User Modelling for Privacy and Control","Human Centred Technology Priority Cluster, at the University of Sydney, Australia"
From linked open data to molecular interaction: studying selectivity trends for ligands of the human serotonin and dopamine transporter.,Austrian Science Fund FWF
Secure and Efficient Data Sharing in Dynamic Vehicular Networks,National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| Natural Science Foundation of Jiangsu Province| Foundation of State Key Laboratory of Cryptology| Foundation of Henan Key Laboratory of Network Cryptography Technology| Peng Cheng Laboratory Project of Guangdong Province| Opening Project of Shanghai Trusted Industrial Control Platform| CICAEET Fund| PAPD Fund
Blockchain Enabled Data Sharing Scheme for Consumer IoT Applications,National Key Research and Development Program of China
Open Data Consumption Through the Generation of Disposable Web APIs,Generalitat Valenciana and the European Social Fund| Consejo Social of University of Alicante| Rey Juan Carlos University| Spanish Ministry of Science Innovation and Universities| Spanish Ministry of Science Innovation and Universities
Adversarially Learned Anomaly Detection on CMS open data: re-discovering the top quark,H2020 European Research Council
How Much Would You Pay for a Satellite Image?: Lessons Learned From French Spatial-Data Infrastructure,The CNRS-L| The OPenIG association| The French CNES TOSCA program| The ANR-10-EQPX-20 project of the Investissements dAvenir program
Blockchain-based Data Sharing System for Sensing-as-a-Service in Smart Cities,National Natural Science Foundation of China| Natural Science Foundation of Hubei Province of China
MobiSys - Video: Open data kit tables,Division of Graduate Education| Division of Information and Intelligent Systems
MOCO - Touching Data Through Personal Devices: Engaging Somatic Practice and Haptic Design in Felt Experiences of Personal Data,Arizona State University
GDPR Compliance Assessment for Cross-Border Personal Data Transfers in Android Apps,"Comunidad de Madrid through the CLIIP Project| Universidad Politécnica de Madrid through the V-PRICIT Research Programme, Apoyo a la Realización de PROYECTOS de I+D Para Jóvenes Investigadores UPM-CAM| Escuela Politécnica Nacional"
Ethical and practical issues to consider in the governance of genomic and human research data and data sharing in South Africa: a meeting report.,Wellcome Trust| Wellcome Trust| NHGRI NIH HHS
"SMSociety - 'My Data, My Bad ...': Young People's Personal Data Understandings and (Counter)Practices",auDA Foundation
Functional anonymisation: Personal data and the data environment,Simons Foundation| EPSRC project SOCIAM| EPSRC project SOCIAM
ICAIL - Linking legal open data: breaking the accessibility and language barrier in european legislation and case law,European Community
ENIGMA MDD: seven years of global neuroimaging studies of major depression through worldwide data sharing,NIMH NIH HHS| NCRR NIH HHS| NIMH NIH HHS| Wellcome Trust| NIMH NIH HHS| NIMH NIH HHS| NIBIB NIH HHS| NIMH NIH HHS| NIMH NIH HHS| Department of Health | National Health and Medical Research Council (NHMRC)| NCCIH NIH HHS| Medical Research Council
Equitable data sharing in epidemics and pandemics.,University of Melbourne| Wellcome Trust
A Blockchain-Based Auto Insurance Data Sharing Scheme,Sichuan Science and Technology Program| Sichuan Science and Technology Program| Sichuan Science and Technology Program| Sichuan Science and Technology Program| Sichuan Science and Technology Program
Case Study: Indigenous Knowledge and Data Sharing,International Development Research Centre
A multi-criteria method for assessment of spatial data infrastructure effectiveness,University of Warmia and Mazury in Olsztyn
UrbanGIS@SIGSPATIAL - Rapid development of semantic 3D city models for urban energy analysis based on free and open data sources and software,German Federal Ministry for Economic Affairs and Energy
Secure Data Sharing and Customized Services for Intelligent Transportation Based on a Consortium Blockchain,National Natural Science Foundation of China| National Natural Science Foundation of China| Scientific Research Plan Projects of Jiangxi Education Department| Natural Science Foundation of Jiangxi Province| Natural Science Foundation of Jiangxi Province| Innovation Fund for Graduate Students in Jiangxi Province
SeShare: Secure cloud data sharing based on blockchain and public auditing,National Natural Science Foundation of China| National Natural Science Foundation of China| Six Talent Peaks Project in Jiangsu Province
Making data sharing count: a publication-based solution.,NIMH NIH HHS| NIMH NIH HHS
Enabling Web-scale data integration in biomedicine through Linked Open Data.,NIGMS NIH HHS| NIGMS NIH HHS| NIGMS NIH HHS| NHGRI NIH HHS
Open Data for Open Innovation: An Analysis of Literature Characteristics,Spanish Ministry of Economy and Competitiveness
Placement delivery array design for the coded caching scheme in medical data sharing,National Natural Science Foundation of China| National Natural Science Foundation of China| Open Foundation of Xiamen Key Laboratory of Mobile Multimedia Communications
The Use of Spatial Data Infrastructure in Environmental Management:an Example from the Spatial Planning Practice in Poland,"the Faculty of Geodesy and Land Management, University of Warmia and Mazury in Olsztyn, Poland"
The Finnish Biodiversity Information Facility as a best-practice model for biodiversity data infrastructures.,Academy of Finland (Suomen Akatemia)| Academy of Finland (Suomen Akatemia)| European Commission (EC)
Open data outcomes: U.S. cities between product and process innovation,European Commission| European Commission| European Commission
"The Bermuda Triangle: The Pragmatics, Policies, and Principles for Data Sharing in the History of the Human Genome Project.",NHGRI NIH HHS| National Human Genome Research Institute (US)| Wellcome Trust| NCI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS
ISS - Sage River Disaster Information (SageRDI): Demonstrating Application Data Sharing In SAGE2,National Science Foundation
A New User-controlled and Efficient Encrypted Data Sharing Model in Cloud Storage,Foundation for Distinguished Young Talents in Higher Education of Guangdong| National Natural Science Foundation of China| National Natural Science Foundation of China
SACMAT - Enabling Data Sharing in Contextual Environments: Policy Representation and Analysis,Engineering and Physical Sciences Research Council| Seventh Framework Programme
Data sharing in public health emergencies: a call to researchers.,World Health Organization
Data Object Exchange (DOEx) as a Method to Facilitate Intraorganizational Collaboration by Managed Data Sharing: Viewpoint.,NCATS NIH HHS
A Visualization Interface to Improve the Transparency of Collected Personal Data on the Internet,"German Federal Ministry of Education and Research| Hessen State Ministry for Higher Education, Research| National Research Center for Applied Cybersecurity ATHENE"
Practical Barriers and Ethical Challenges in Genetic Data Sharing,NCI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS
A Verifiable and Fair Attribute-based Proxy Re-encryption Scheme for Data Sharing in Clouds,Australian Research Council
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines,Horizon 2020 Framework Programme| Horizon 2020 Framework Programme| Horizon 2020 Framework Programme| Horizon 2020 Framework Programme| Royal Irish Academy| Canadian Cancer Genome Collaboratory| US National Science Foundation
Re-identification of individuals in genomic data-sharing beacons via allele inference,European Union’s Horizon 2020| Marie Skłodowska-Curie
Data Sharing Statements for Clinical Trials — A Requirement of the International Committee of Medical Journal Editors,World Health Organization
Cloud based data sharing with fine-grained proxy re-encryption,National Natural Science Foundation of China| National Institute of Information and Communications Technology
A Survey of Open Data Platforms in Six UK Smart City Initiatives,European Regional Development Fund| Birmingham City University
Dynamic Encrypted Data Sharing Scheme Based on Conditional Proxy Broadcast Re-Encryption for Cloud Storage,National Natural Science Foundation of China| Science and Technology Project of Fujian Education Department of China
Viscous Open Data: The Roles of Intermediaries in an Open Data Ecosystem,International Development Research Centre
Data sharing policy design for consortia: challenges for sustainability.,Wellcome Trust
Blockchain-Based Fine-Grained Data Sharing for Multiple Groups in Internet of Things,National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China
IDEAS - Enriching Mobility Data with Linked Open Data,Conselho Nacional de Desenvolvimento Cientifico e Tecnologico
Open data exploration in virtual reality: a comparative study of input technology,Stiftelsen för Kunskaps- och Kompetensutveckling
"Sweat, Skepticism, and Uncharted Territory: A Qualitative Study of Opinions on Data Sharing Among Public Health Researchers and Research Participants in Mumbai, India.",Wellcome Trust| Wellcome Trust| Wellcome Trust
On the Blockchain-Based Decentralized Data Sharing for Event Based Encryption to Combat Adversarial Attacks,National Science Foundation| National Science Foundation| National Science Foundation| U.S. Department of Homeland Security| National Nuclear Security Administration
Data Sharing Statements for Clinical Trials: A Requirement of the International Committee of Medical Journal Editors.,World Health Organization
"Physicians' Knowledge, Perceptions, and Attitudes Related to Patient Confidentiality and Data Sharing.",FIC NIH HHS
Ten principles for data sharing and commercialization.,NCATS NIH HHS
An open data-driven approach for travel demand synthesis: an application to São Paulo,Airbus Urban Mobility GmbH
Exposing the QCD Splitting Function with CMS Open Data.,Massachusetts Institute of Technology| U.S. Department of Energy| U.S. Department of Energy| National Science Foundation| National Science Foundation| National Science Foundation
Data-driven models in human neuroscience and neuroengineering,Washington Research Foundation| National Science Foundation| Alfred P. Sloan Foundation| Defense Advanced Research Projects Agency
Model-Driven Development of Web APIs to Access Integrated Tabular Open Data,"Generalitat Valenciana| National Foundation for Research, Technology and Development of the Spanish Ministry of Economy, Industry and Competitiveness| National Foundation for Research, Technology and Development of the Spanish Ministry of Economy, Industry and Competitiveness"
The Cost(s) of Geospatial Open Data,Social Sciences and Humanities Research Council of Canada| Geothink.ca
Unveiling the diversity of spatial data infrastructures in Latin America: evidence from an exploratory inquiry,Pan-American Institute of Geography and History
Trust in farm data sharing: reflections on the EU code of conduct for agricultural data sharing,H2020 Innovation In SMEs
CSCWD - Blockchain based Secure Data Sharing Model,Natural Science Foundation of Inner Mongolia
Meta-Key: A Secure Data-Sharing Protocol under Blockchain-Based Decentralised Storage Architecture,Shenzhen Key Lab Project| Shenzhen Municipal Development and Reform Commission
Data sharing in PredRet for accurate prediction of retention time: Application to plant food bioactive compounds.,Nanyang Technological University| EU Framework Programme for Research and Innovation Marie Sklodowska-Curie Actions
Toward Secure Data Sharing for the IoV: A Quality-Driven Incentive Mechanism With On-Chain and Off-Chain Guarantees,National Key Research and Development Plan| National Natural Science Foundation of China| National Natural Science Foundation of China| Natural Science Foundation of Guangdong Province| Program for Guangdong Introducing Innovative and Entrepreneurial Teams
Very-High-Resolution SAR Images and Linked Open Data Analytics Based on Ontologies,FP7 Project TELEIOS
Efficient subtree-based encryption for fuzzy-entity data sharing,National Natural Science Foundation of China (CN)| National Natural Science Foundation of China (CN)| National Natural Science Foundation of China (CN)| National Natural Science Foundation of China (CN)| National Natural Science Foundation of China (CN)
Conference on Designing Interactive Systems - Exploring the Reflective Potentialities of Personal Data with Different Temporal Modalities: A Field Study of Olo Radio,Social Sciences and Humanities Research Council of Canada| Canada Foundation for Innovation| Natural Sciences and Engineering Research Council of Canada
Genes wide open: Data sharing and the social gradient of genomic privacy.,Swiss National Foundation
The MNI data-sharing and processing ecosystem.,"NIH| CANARIE| ), Compute Canada| Irving Ludmer Family Foundation"
Open Data in Catalysis: From Today's Big Picture to the Future of Small Data,Universiteit Gent
CSCW Companion - An Architecture for Social Sharing and Collaboration around Open Data Visualisations,European Union's Horizon 2020
Electronic Regulation of Data Sharing and Processing Using Smart Ledger Technologies for Supply-Chain Security,"Department of Culture, Media &amp; Sports| Cyber Security Academic Startups Accelerator Programme"
Impact of Real-Time CGM Data Sharing on Quality of Life in the Caregivers of Adults and Children with Type 1 Diabetes:,Dexcom
iiWAS - Mobile e-services and open data in e-government processes: transforming citizen involvement,Sense Smart City project
Emerging data infrastructures and the new topologies of education policy,Australian Research Council
Dataclay: A distributed data store for effective inter-player data sharing,Spanish Ministry of Science and Innovation| Generalitat de Catalunya
Enhancing Psychosis-Spectrum Nosology Through an International Data Sharing Initiative.,CSRD VA| NIMH NIH HHS| NIMH NIH HHS| NIMH NIH HHS| NIMH NIH HHS
Exploring personal data for public good research,Robert Wood Johnson Foundation
Privacy and personal data collection with information externalities,National Research Foundation
BAMboozle removes genetic variation from human sequence data for open data sharing.,Vetenskapsrådet| Knut och Alice Wallenbergs Stiftelse| Göran Gustafssons Stiftelse för Naturvetenskaplig och Medicinsk Forskning| Vallee Foundation
The ethics of data sharing and biobanking in health research.,Medical Research Council| National Institutes of Health| Wellcome Trust| Bill and Melinda Gates Foundation
"Development Research at High Geographic Resolution: An Analysis of Night-Lights, Firms, and Poverty in India Using the SHRUG Open Data Platform","IGC| Department for International Development, UK Government"
Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,Electronics and Telecommunications Research Institute| Korean government
A Smart Contract-Based Dynamic Consent Management System for Personal Data Usage under GDPR,the MSIT (Ministry of Science and ICT) of the Korean Government
The governance of personal data for COVID-19 response: perspective from the Access to COVID-19 Tools Accelerator.,KfW
iiWAS - The JRC multidisciplinary research data infrastructure,Joint Research Centre
The process of open data publication and reuse,"Spanish Ministry of Economy and Competitiveness| CEI Campus for Intelligent Energy, URJC"
BRCA1/2 Variant Data-Sharing Practices.,NHGRI NIH HHS
Scalable Mobile Crowdsensing via Peer-to-Peer Data Sharing,"General Research Funds| General Research Funds| University Grant Committee of the Hong Kong Special Administrative Region, China| National Natural Science Foundation of China| Singapore Ministry of Education Academic Research Fund Tier 2"
Open data for democracy: Developing a theoretical framework for open data use,Horizon 2020 - Research and Innovation Framework Programme
A Secure and Verifiable Data Sharing Scheme Based on Blockchain in Vehicular Social Networks,National Key R&amp;D Program of China| National Natural Science Foundation of China| National Natural Science Foundation of China| Natural Science Foundation of Shaanxi Province| Shaanxi Innovation Team Project| Xi&#x0027;an Science and technology innovation plan| National 111 Program of China
Pricing and personal data collection strategies of online platforms in the face of privacy concerns,"National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| International Exchange Program for Graduate Students, Tongji University"
Public Attitudes toward Consent and Data Sharing in Biobank Research: A Large Multi-site Experimental Survey in the US.,NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NCATS NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS
Spatial urban data system: a cloud-enabled big data infrastructure for social and economic urban analytics,Economic and Social Research Council
Efficiently identifying closed roads by integrating and indexing open data,Ministry of Science and Technology
A Classification-based Privacy-Preserving Decision-Making for Secure Data Sharing in Internet of Things Assisted Applications,"Deanship of Scientific Research, King Saud University| King Abdulaziz University"
SmartBlock - Secure Data Sharing Through Untrusted Clouds with Blockchain-enhanced Key Management,National Natural Science Foundation of China| State Key Laboratory of Industrial Control Technology
MEMSYS - Co-DIMM: Inter-Socket Data Sharing via a Common DIMM Channel,National Natural Science Foundation of China| Strategic Priority Research Program of Chinese Academy of Sciences| National Key Technologies Research and Development Program of China
A study protocol of qualitative data sharing practices in clinical trials in the UK and Ireland: towards the production of good practice guidance.,Medical Research Council
St. Jude Cloud-a Pediatric Cancer Genomic Data Sharing Ecosystem.,NCI NIH HHS
"Data as asset? The measurement, governance, and valuation of digital personal data by Big Tech:",Social Sciences and Humanities Research Council of Canada
Next Generation Data Infrastructures: Towards an Extendable Model of the Asset Management Data Infrastructure as Complex Adaptive System,Rijkswaterstaat
Data-sharing markets for integrating IoT data processing functionalities,Projekt DEAL
"IDC - ""It's your private information. it's your life."": young people's views of personal data use by online technologies",Engineering and Physical Sciences Research Council
"The Ethical Implications of Big Data Research in Public Health: ""Big Data Ethics by Design"" in the UK-REACH Study.",University of Leicester| BREATHE-Health Data Research Hub for Respiratory Health| U.K. Research and Innovation Industrial Strategy Challenge Fund| NIHR Development and Skills Enhancement Award
Promoting FAIR Data Through Community-driven Agile Design: the Open Data Commons for Spinal Cord Injury (odc-sci.org).,NIH HHS| National Institutes of Health (US)| U.S. Department of Veterans Affairs| U.S. Department of Veterans Affairs (US)| Wings for Life| Wings for Life| Craig H. Neilsen Foundation| Craig H. Neilsen Foundation| International Neuroinformatics Coordinating Facility
The Privacy and Security Implications of Open Data in Healthcare.,Medical Research Council
"Medical Imaging: Biomedical Applications in Molecular, Structural, and Functional Imaging - Federating heterogeneous datasets to enhance data sharing and experiment reproducibility",NIDCR NIH HHS| NIBIB NIH HHS| NIDCR NIH HHS
"Community-led data collection using Open Data Kit for surveillance of animal African trypanosomiasis in Shimba hills, Kenya.",Regional Universities Forum for Capacity Building in Agriculture (RUFORUM) grant award
ICEGOV - How to Create Public Value Through Open Data Driven Co-Creation: A Survey of the Literature,Insight Centre for Data Analytics
The challenges of personalized pricing to competition and personal data protection law,Human Legal and Ethical Aspects of Cybersecurity| The Slovak Research and Development Agency
Blockchain for Secure and Efficient Data Sharing in Vehicular Edge Computing and Networks,National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| Science and Technology Program of Guangdong Province| Science and Technology Program of Guangdong Province| Science and Technology Program of Guangdong Province| Science and Technology Program of Guangdong Province| Science and Technology Program of Guangdong Province| Projects funded by the Research Council of Norway
The Unexploitable Smartness of Open Data,Horizon 2020 Framework Programme
Linked Open Data Query Based on Natural Language,Natural Science Foundation of Beijing Municipality
Life and bladder cancer: protocol for a longitudinal and cross-sectional patient-reported outcomes study of Yorkshire (UK) patients.,Yorkshire Cancer Research
ESCORT: Fine-Grained Urban Crime Risk Inference Leveraging Heterogeneous Open Data,Ten Thousand Talent Program of Zhejiang Province| US National Science Foundation| US National Science Foundation| US National Science Foundation
The possibilities and limitations of applying ‘open data’ principles in schools,Spencer Foundation
"Trust, Identity, Privacy, and Security Considerations for Designing a Peer Data Sharing Platform Between People Living With HIV",EPSRC
SOUL: data sharing for robot swarms,Natural Sciences and Engineering Research Council of Canada
caNanoLab: data sharing to expedite the use of nanotechnology in biomedicine,NCI NIH HHS
Turning the Tide of Data Sharing.,NINDS NIH HHS| NIMH NIH HHS| NIH HHS| National Institutes of Health (US)| NIH HHS| NINDS NIH HHS
AsiaCCS - Measuring the Impact of the GDPR on Data Sharing in Ad Networks,Ministry of Culture and Science of the State of North Rhine-Westphalia
"A secure, efficient and verifiable multimedia data sharing scheme in fog networking system",National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| Natural Science Research of Jiangsu Higher Education Institutions of China
Public Perspectives Regarding Data-Sharing Practices in Genomics Research,NHGRI NIH HHS| NHGRI NIH HHS
HealthCom - GeoAI-based Epidemic Control with Geo-Social Data Sharing on Blockchain,National Key R&D Program of China| NSFC| Fundamental Research Funds for the Central Universities
DG.O - A Chatbot for Searching and Exploring Open Data: Implementation and Evaluation in E-Government,Centro de Estudios Andaluces| Ministerio de Ciencia e Innovación
Researchers' attitudes and perceptions towards data sharing and data reuse in the field of food science and technology,"Ministerio de Ciencia, Innovación y Universidades"
A data-sharing scheme that supports multi-keyword search for electronic medical records.,National Natural Science Foundation of China
Efficient Multiway Relaying for Data Sharing in Energy Harvesting Sensor Networks,Alberta Innovates Technology Futures
Developing Ethical Practices for Public Health Research Data Sharing in South Africa: The Views and Experiences From a Diverse Sample of Research Stakeholders.,Wellcome Trust| Wellcome Trust
Northwestern University schizophrenia data sharing for SchizConnect: A longitudinal dataset for large-scale integration.,NIMH NIH HHS| NIMH NIH HHS| NIBIB NIH HHS| NIMH NIH HHS| NIMH NIH HHS
Envisioning data sharing for the biocomputing community.,European Research Council
Between “the best way to deliver patient care” and “chaos and low clinical value”: General Practitioners’ and Practice Managers’ views on data sharing,Department of Health
SEC - BEAF: A Blockchain and Edge Assistant Framework with Data Sharing for IoT Networks,Jiangsu Planned Projects for Postdoctoral Research Funds| Fundamental Research Funds for the Central Universities
"Open data governance: civic hacking movement, topics and opinions in digital space",Università degli Studi G. D'Annunzio Chieti Pescara
"SIGCSE - A Middle-School Module for Introducing Data-Mining, Big-Data, Ethics and Privacy Using RapidMiner and a Hollywood Theme",NSA GenCyber| Google IgniteCS
Fine-Grained and Controllably Editable Data Sharing With Accountability in Cloud Storage,the young talent promotion project of Fujian Science and Technology Association| Shanghai Science and Technology Development Funds| National Key Research and Development Program of China| Shandong Provincial Key Research and Development Program of China| Shandong Provincial Key Research and Development Program of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| Shanghai Innovation Action Project
Change-Aware Scheduling for Effectively Updating Linked Open Data Caches,"MIST (Ministry of Science and ICT), South Korea, through the National Program for Excellence in SW| IITP (Institute for Information & communications Technology Promotion)| ITRC (Information Technology Research Center) Support Program| ITRC (Information Technology Research Center) Support Program| National Research Foundation of Korea"
Quality of Metadata in Open Data Portals,Regional Government of Aragon| Regional Government of Andalusia
DLfM - Notes on the Music: A social data infrastructure for music annotation,Horizon 2020 Framework Programme
"What does it mean for a data subject to make their personal data ""manifestly public""? An analysis of GDPR Article 9(2)(e)",Engineering and Physical Sciences Research Council| Engineering and Physical Sciences Research Council
SPrank: Semantic Path-Based Ranking for Top- N Recommendations Using Linked Open Data,ASK-Health| VINCENTE
"Semantic representation of scientific literature: bringing claims, contributions and named entities onto the Linked Open Data cloud",NSERC Discovery Grant
GROUP - Open Data Standards for Open Source Software Risk Management Routines: An Examination of SPDX,National Science Foundation
"Neuroimaging, Genetics, and Clinical Data Sharing in Python Using the CubicWeb Framework",Medical Research Council
Data sharing in psychology.,NIDA NIH HHS| KOPAR
Crowdsourcing chart digitizer: task design and quality control for making legacy open data machine-readable,Japan Society for the Promotion of Science
Optimization of privacy-utility trade-offs under informational self-determination,European Community’s H2020 Program
Secure Health Data Sharing for Medical Cyber-Physical Systems for the Healthcare 4.0,"National Natural Science Foundation of China| Open Research Project of the State Key Laboratory of Industrial Control Technology, Zhejiang University, China"
Mapping the human brain: new insights from FMRI data sharing.,NIMH NIH HHS
Value added by data sharing: long-term potentiation of neuroscience research. A commentary on the 2007 SfN Satellite Symposium on data sharing.,NIA NIH HHS| NIDA NIH HHS| NINDS NIH HHS
A Secure Anti-Collusion Data Sharing Scheme for Dynamic Groups in the Cloud,National Natural Science Foundation of China| Information Network Security of Ministry of Public Security
Data Sharing in CASEarth Project,Chinese Academy of Sciences
Cyber-Enabled Well-Being Oriented Daily Living Support Based on Personal Data Analysis,Waseda University| Waseda University| Waseda University| Masaru Ibuka Foundation
Technology and Dis/Organization: Digital data infrastructures as partial connections:,VELUX FONDEN and VILLUM FONDEN
Data sharing in clinical trials: An experience with two large cancer screening trials.,NCI NIH HHS
Deep learning-based aerial image segmentation with open data for disaster impact assessment,University of Manchester
CCGRID - Privacy-Aware and Context-Sensitive Access Control for Opportunistic Data Sharing,Interreg| European Regional Development Fund| National Science Foundation
A Cheating Detectable Privacy-Preserving Data Sharing Scheme for Cloud Computing,National Key R&D Program of China| National Key R&D Program of China| National Key R&D Program of China| National Key R&D Program of China| National Key R&D Program of China| National Key R&D Program of China| National Key R&D Program of China| National Key R&D Program of China| National Key R&D Program of China| National Key R&D Program of China| National Key R&D Program of China
Towards a European Health Research and Innovation Cloud (HRIC),European Commission
A data sharing method in the open web environment: Data sharing in hydrology,State Key Laboratory of Lake Science and Environment| Nanjing Institute of Geography and Limnology| NSF for Excellent Young Scholars of China| Natural Science Foundation of China| Natural Science Foundation of China| Natural Science Foundation of China| Priority Academic Program Development of Jiangsu Higher Education Institutions
ICS - PDAS: A Digital-Signature-Based Authorization Platform for Digital Personal Data,Industrial Technology Research Institute
A Privacy-Preserving Attribute-Based Encryption System for Data Sharing in Smart Cities,National Natural Science Foundation of China| National Natural Science Foundation of China
"Perceived Benefits, Harms, and Views About How to Share Data Responsibly A Qualitative Study of Experiences With and Attitudes Toward Data Sharing Among Research Staff and Community Representatives in Thailand",Wellcome Trust
Automated Quality Assessment of Metadata across Open Data Portals,ADEQUATe| Austrian Research Promotion Agency
Construction of College Students’ Physical Health Data Sharing System Based on Django Framework,2018 Tianjin Philosophy and Social Science Planning Funding Project
Genetic data sharing and privacy.,NINDS NIH HHS| NINDS NIH HHS| NINDS NIH HHS| NINDS NIH HHS| NINDS NIH HHS| NINDS NIH HHS| NINDS NIH HHS| NINDS NIH HHS
The iTHRIV Commons: a cross-institution information and health research data sharing architecture and web application.,NCATS NIH HHS
Developing Governance for Federated Community-based EHR Data Sharing,NCATS NIH HHS| NCATS NIH HHS
Federated Learning Meets Blockchain: State Channel based Distributed Data Sharing Trust Supervision Mechanism,National Key R and D Program of China
Adding value to Linked Open Data using a multidimensional model approach based on the RDF Data Cube vocabulary,Spanish Ministry of Science
CIKM - A Semantic Data Marketplace for Easy Data Sharing within a Smart City,Gefördert durch das Land Nordrhein-Westfalen
Personal Data Protection in Russia,University of Helsinki
Ethical principles for promoting health research data sharing with sub-Saharan Africa,Swiss Tropical and Public Health Institute| Basel-Stadt Commission for Scholarships for Young Professionals from Developing Countries
The Willingness to Sell Personal Data,Handelsblatt Research Institute
