title,year published,funders
NB-IoT and Wi-Fi Technologies: An Integrated Approach to Enhance Portability of Smart Sensors,2021,"University of Parma, Italy and RELOC s.r.l., Parma, Italy"
A Classificação Decimal Universal (CDU) na web semântica: análise do UDC Summary Linked Data,2019,Fundação de Amparo à Pesquisa do Estado de São Paulo
Anger arousal and behavioral anger regulation in everyday life among patients with chronic low back pain: Relationships to patient pain and function.,2014,NINR NIH HHS
Understandings of genomic research in developing countries: a qualitative study of the views of MalariaGEN participants in Mali.,2015,Wellcome Trust| Medical Research Council
GIFT-Cloud,2016,Medical Research Council
Body mass index trajectories and adiposity rebound during the first 6 years in Korean children: Based on the National Health Information Database  2008-2015.,2020,Kangdong Sacred Heart Hospital Fund
Cardiovascular outcomes associated with use of clarithromycin: population based study.,2016,Wellcome Trust| Medical Research Council
Daily activity locations k-anonymity for the evaluation of disclosure risk of individual GPS datasets,2020,University of Toronto - Mississauga| National Science Foundation
Fitness costs and benefits vary for two facultative Burkholderia symbionts of the social amoeba  Dictyostelium discoideum.,2019,John Templeton Foundation| Division of Environmental Biology| Division of Integrative Organismal Systems
The dominant Anopheles vectors of human malaria in the Asia-Pacific region: occurrence data  distribution maps and bionomic précis,2011,Wellcome Trust
Ridesharing car detection by transfer learning,2019,Hong Kong CERG| Hong Kong ITSP| NSFC
Wildfire-induced short-term changes in a small mammal community increase prevalence of a zoonotic pathogen?,2019,Svenska Forskningsrådet Formas
Clearinghouse Standards of Evidence on the Transparency  Openness  and Reproducibility of Intervention Evaluations,2021,Laura and John Arnold Foundation
A risk-adjusted and anatomically stratified cohort comparison study of open surgery  endovascular techniques and medical management for juxtarenal aortic aneurysms-the UK COMPlex AneurySm Study (UK-COMPASS): a study protocol.,2021,Health Technology Assessment Programme
Opening up the coast,2018,UK Natural Environment Research Council| Suffolk Coastal District Council| British Geological Survey
Development aid for energy in Small Island Developing States,2019,Swedish International Development Agency
Beyond Adoption: A New Framework for Theorizing and Evaluating Nonadoption  Abandonment  and Challenges to the Scale-Up  Spread  and Sustainability of Health and Care Technologies,2017,Wellcome Trust| Department of Health
From raw data to data-analysis for magnetic resonance spectroscopy--the missing link: jMRUI2XML.,2015,"Ministerio de Economía y Competitividad (ES)| Instituto de Salud Carlos III (ES)| Ministerstva Školství, Mládeže A Telovýchovy (CZ)| Seventh Framework Programme (BE)"
Common data elements for predictors of pediatric sepsis: A framework to standardize data collection.,2021,NIAID NIH HHS| Wellcome Trust
Socio-economic  built environment  and mobility conditions associated with crime: a study of multiple cities,2020,University of California Berkeley| World Bank Group| Agence Française de Développement
Mapping the geodemographics of digital inequality in Great Britain: An integration of machine learning into small area estimation,2020,UK Economic and Social Research Council
User needs for future Landsat missions,2019,USGS
Childhood-onset of primary Sjögren's syndrome: phenotypic characterization at diagnosis of 158 children.,2021,Grants Fondo de Investigaciones Sanitarias| Hospital Clinic Barcelona
Deep ${Q}$ -Network-Based Route Scheduling for TNC Vehicles With Passengers’ Location Differential Privacy,2019,National Natural Science Foundation of China| National Science Foundation| U.S. National Science Foundation
Sharing public health data and information across borders: lessons from Southeast Asia.,2018,Economic and Social Research Council
Approaching cellular resolution and reliable identification in mass spectrometry imaging of tryptic peptides,2018,Hessian Ministry of Science and Art| Deutsche Forschungsgemeinschaft
Double-masked  sham and placebo-controlled trial of corneal cross-linking and topical difluprednate in the treatment of bacterial keratitis: Steroids and Cross-linking for Ulcer Treatment Trial (SCUT II) study protocol,2021,National Eye Institute| Research to Prevent Blindness
Mitochondrial Disease Sequence Data Resource (MSeqDR): A global grass-roots consortium to facilitate deposition  curation  annotation  and integrated analysis of genomic data for the mitochondrial disease clinical and research communities,2014,NINDS NIH HHS| Medical Research Council| NHGRI NIH HHS
The scope and severity of white-nose syndrome on hibernating bats in North America,2021,U.S. Fish and Wildlife Service White-nose Syndrome Research Grants
The ethics of AI in health care: A mapping review.,2020,Engineering and Physical Sciences Research Council| Google| Microsoft
Ruling out pulmonary embolism across different subgroups of patients and healthcare settings: protocol for a systematic review and individual patient data meta-analysis (IPDMA).,2018,Ottawa Hospital Research Institute| ZonMw
Comparison of Random Forest  Support Vector Machines  and Neural Networks for Post-Disaster Forest Species Mapping of the Krkonoše/Karkonosze Transboundary Biosphere Reserve,2021,H2020 Marie Skłodowska-Curie Actions| Ministerstwo Nauki i Szkolnictwa Wyższego
PyPSA-Eur: An Open Optimisation Model of the European Transmission System.,2018,Federal Ministry of Education and Research| Helmholtz Association
Forage species in predator diets: Synthesis of data from the California Current,2015,The Pew Charitable Trusts and the National Fish and Wildlife Foundation
A participatory approach to designing and enhancing integrated health information technology systems for veterans: protocol.,2015,HSRD VA
FYCO1 mediates clearance of α-synuclein aggregates through a Rab7-dependent mechanism.,2018,Interdisciplinary Centre for Clinical Research (IZKF) Aachen
Advancing Symptom Science Through Use of Common Data Elements.,2015,NINR NIH HHS
Government Cloud Computing Policies: Potential Opportunities for Advancing Military Biomedical Research.,2018,core Army
Spatial registration for functional near-infrared spectroscopy: From channel position on the scalp to cortical location in individual and group analyses,2014,Japan Society for Promotion of Science
A single episode of binge alcohol drinking causes sleep disturbance  disrupts sleep homeostasis  and down-regulates equilibrative nucleoside transporter 1.,2018,U.S. Department of Veterans Affairs
Effectiveness of Checklist-Based Box System Interventions (CBBSI) versus routine care on improving utilization of maternal health services in Northwest Ethiopia: study protocol for a cluster randomized controlled trial.,2020,Armauer Hansen Reserach Institute
Polygenic risk scores indicates genetic overlap between peripheral pain syndromes and chronic postsurgical pain,2020,Universiteit Maastricht| Maastricht Universitair Medisch Centrum
ExpressionDB: An open source platform for distributing genome-scale datasets.,2017,NIAMS NIH HHS
Use of Big Data and Machine Learning Methods in the Monitoring and Evaluation of Digital Health Programs in India: An Exploratory Protocol,2019,Wellcome Trust| NHGRI NIH HHS
“Giving something back”: A systematic review and ethical enquiry into public views on the use of patient data for research in the United Kingdom and the Republic of Ireland,2018,Wellcome Trust
eB4CAST: An Evidence-Based Tool to Promote Dissemination and Implementation in Community-Based  Public Health Research,2018,U.S. Department of Agriculture
SAFE: SPARQL Federation over RDF Data Cubes with Access Control,2017,Science Foundation Ireland| EU FP7 project Linked2Safety
A sustainable solution for the activities of the European Network for Surveillance of Congenital Anomalies: EUROCAT as part of the EU Platform on Rare Diseases Registration,2018,Medical Research Council
Free breathing contrast-enhanced time-resolved magnetic resonance angiography in pediatric and adult congenital heart disease.,2015,British Heart Foundation
Article 4: Impact assessment of supervision performance assessment and recognition strategy (SPARS) to improve supply chain management in health facilities in Uganda: a national pre and post study,2021,Funded as part of the theme series on ‘Improving Pharmaceutical Management in Uganda
Policy change and micro-politics in global health aid: HIV in South Africa,2019,US Office of the Global AIDS| amfAR| foundation for AIDS Research| South African National Department of Health
VarGenius executes cohort-level DNA-seq variant calling and annotation and allows to manage the resulting data through a PostgreSQL database,2018,Fondazione Telethon
A cross-sectional study on informatization construction about occupational health in China,2021,National Key Technologies Research & Development Program
Priorities for intervention of childhood stunting in northeastern Ethiopia: A matched case-control study.,2020,Wollo University
Protocol for the development of a repository of individual participant data from randomised controlled trials conducted in adult care homes (the Virtual International Care Homes Trials Archive (VICHTA)).,2021,Health Services and Delivery Research Programme
The Benefits of Whole Genome Sequencing for Foodborne Outbreak Investigation from the Perspective of a National Reference Laboratory in a Smaller Country.,2020,"Sciensano| Belgian Federal Public Service of Health, Food Chain Safety and Environment"
Digital health Systems in Kenyan Public Hospitals: a mixed-methods survey,2020,Wellcome Trust| Medical Research Council
Functional divergence of the bitter receptor TAS2R38 in Sulawesi macaques.,2019,"Japan Society for the Promotion of Science| Primate Research Institute, Kyoto University| Terumo Foundation for Life Sciences and Arts| Kobayashi International Scholarship Foundation"
Soil-transmitted helminthiasis in four districts in Bangladesh: household cluster surveys of prevalence and intervention status,2020,Nutrition International| Johnson and Johnson
Recommendations for the development of Egyptian human biobanking ethical guidelines,2021,Wellcome Trust
Housing price variations using spatio-temporal data mining techniques,2021,Iranian Ministry of Road and Urban Development
DataSynapse: A Social Data Curation Foundry,2018,We Acknowledge the Data to Decisions CRC (D2D CRC) and the Cooperative Research Centres Program for funding this research.
The connected patient project: moving towards a population-based primary health care research registry.,2021,North East and North Cumbria Clinical Research Network| Connected Health Cities (Newcastle)
A Comprehensive Infrastructure for Big Data in Cancer Research: Accelerating Cancer Research and Precision Medicine.,2017,NCI NIH HHS| CCR NIH HHS
AsiaCCS - Exploring Architectures for Cryptographic Access Control Enforcement in the Cloud for Fun and Optimization,2020,FINSEC| National Science Foundation
Microplastic Spectral Classification Needs an Open Source Community: Open Specy to the Rescue!,2021,"University of California, Riverside| Division of Agriculture and Natural Resources, University of California| Southern California Coastal Water Research Project| Georgia Aquarium| National Oceanic and Atmospheric Administration| National Science Foundation| U.S. Department of Agriculture| National Institute of Food and Agriculture"
Estimating fugitive methane emissions from oil sands mining using extractive core samples,2016,Natural Sciences and Engineering Research Council (NSERC) of Canada| Environment Canada| Natural Resources Canada CanmetENERGY-Devon
Common Data Elements for Unruptured Intracranial Aneurysms and Aneurysmal Subarachnoid Hemorrhage: Recommendations from the Working Group on Hospital Course and Acute Therapies—Proposal of a Multidisciplinary Research Group,2019,Neurocritical Care Society| CHI Baylor St Luke's Medical Center| National Institute of Neurological Disorders and Stroke
Time-Dependent Ad-Hoc Routing Structure for Delivering Delay-Sensitive Data Using UAVs,2020,Samsung
A Technology Training Program to Alleviate Social Isolation and Loneliness Among Homebound Older Adults: A Community Case Study,2021,Aetna Foundation
Overhauling Ocean Spatial Planning to Improve Marine Megafauna Conservation,2019,"Centre of Excellence in Plant Energy Biology, Australian Research Council"
Spatial Statistics and Influencing Factors of the COVID-19 Epidemic at Both Prefecture and County Levels in Hubei Province  China.,2020,Intangible Cultural Heritage Research Base Project of Guangdong province| Guangdong Natural Science Foundation
Authenticity and credibility aware detection of adverse drug events from social media.,2018,ARC| NHMRC
Mapping heterogeneous research infrastructure metadata into a unified catalogue for use in a generic virtual research environment,2019,European Union’s Horizon 2020 research and innovation programme
Identifying Home Care Clinicians’ Information Needs for Managing Fall Risks,2016,Maryland-National Capital Homecare Association (MNCHA)| Maryland Health Care Commission (MHCC)
Geographic variation in opsin expression does not align with opsin genotype in Lake Victoria cichlid populations.,2019,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung| Rijksuniversiteit Groningen
Impact of sharing electronic health records with patients on the quality and safety of care: a systematic review and narrative synthesis protocol,2018,The Peter Sowerby Foundation| National Institute for Health Research (NIHR) Patient Safety Translation Research Centre
Design and rationale of the COVID-19 Critical Care Consortium international  multicentre  observational study.,2020,"Wesley Medical Research| The Common Good, an initiative of The Prince Charles Hospital Foundation"
A trait-based approach to plant species selection to increase functionality of farmland vegetative strips.,2019,Biotechnology and Biological Sciences Research Council| Harper Adams University| Syngenta International
A Multicenter  International Collaborative Study for American Joint Committee on Cancer Staging of Retinoblastoma: Part I: Metastasis-Associated Mortality.,2020,Cancer Foundation
BSF: Block Subspace Filter for Removing Narrowband and Wideband Radio Interference Artifacts in Single-Look Complex SAR Images,2021,China Postdoctoral Science Foundation| NSFC| Major Project of China High Resolution Earth Observation
Securing NDN-Based Internet of Health Things through Cost-Effective Signcryption Scheme,2021,Universiti Malaya
Domain Adaptive Motor Fault Diagnosis Using Deep Transfer Learning,2019,National Natural Science Foundation of China| National Key Technology Research and Development Program of China
Determination of Key Phenological Phases of Winter Wheat Based on the Time-Weighted Dynamic Time Warping Algorithm and MODIS Time-Series Data,2021,the Key-Area Research and Development Program of Guangdong Province| National Key Research and Development Program of China
Beyond Old Pipes and Ailing Budgets: Systems Thinking on Twenty-First Century Water Infrastructure in Chicago.,2019,Intramural EPA
tmQM Dataset-Quantum Geometries and Properties of 86k Transition Metal Complexes.,2020,Norges Forskningsr?d
Antimicrobial use in wean to market pigs in the United States assessed via voluntary sharing of proprietary data.,2020,U.S. Food and Drug Administration
Potential path volume (PPV): a geometric estimator for space use in 3D,2019,Leverhulme Trust
Is living in a gas-flaring host community associated with being hypertensive? Evidence from the Niger Delta region of Nigeria.,2017,Department for International Development
Mobility assessment using wearable technology in patients with late-onset Pompe disease,2019,Sanofi
Forecast and early warning of hand  foot  and mouth disease based on meteorological factors: Evidence from a multicity study of 11 meteorological geographical divisions in mainland China,2020,Ministry of Science and Technology of the People's Republic of China
CCS - Towards Continuous Access Control Validation and Forensics,2019,Qualcomm Chair Endowment| National Science Foundation
Nationwide cloud-based integrated database of idiopathic interstitial pneumonias for multidisciplinary discussion.,2019,"Ministry of Health, Labour and Welfare| Japan Agency for Medical Research and Development"
The impact of postsynaptic density 95 blocking peptide (Tat-NR2B9c) and an iNOS inhibitor (1400W) on proteomic profile of the hippocampus in C57BL/6J mouse model of kainate-induced epileptogenesis.,2019,NINDS NIH HHS| Medical Research Council
Improving energy research practices: guidance for transparency  reproducibility and quality,2021,Engineering and Physical Sciences Research Council (EPSRC)
Efficacy and safety of raltegravir in switch strategies in virologically suppressed patients: long-term data from clinical practice.,2019,Bristol-Myers Squibb and Gilead Sciences
Challenges in accessing routinely collected data from multiple providers in the UK for primary studies: Managing the morass.,2018,Medical Research Council
Machine learning for data-driven discovery in solid Earth geoscience,2019,Harvard Data Science Initiative| Simons Foundation| Geo-Mathematical Imaging Group| National Science Foundation| U.S. Department of Energy| Los Alamos National Laboratory
Privacy-Preserving Substring Search on Multi-Source Encrypted Gene Data,2020,National Natural Science Foundation of China| National Science and Technology Major Project| Liaoning Province Science and Technology Projects| Fundamental Research Funds for the Central Universities
Open science initiatives: challenges for public health promotion.,2018,"Directorate for Social, Behavioral and Economic Sciences"
Machine learning for modeling the progression of Alzheimer disease dementia using clinical data: a systematic literature review.,2021,Washington University-Centene ARCH Personalized Medicine Initiative| Centene Corporation
The opioid epidemic: challenge to military medicine and national security,2020,Defense Threat Reduction Agency
Uncertainties and applications of satellite-derived coastal water quality products,2017,National Oceanic and Atmospheric Administration
Excavating FAIR Data: the Case of the Multicenter Animal Spinal Cord Injury Study (MASCIS)  Blood Pressure  and Neuro-Recovery,2021,NIMH NIH HHS| NINDS NIH HHS| U.S. Department of Veterans Affairs (US)| NIH HHS| NCATS NIH HHS
The Potential of Research Drawing on Clinical Free Text to Bring Benefits to Patients in the United Kingdom: A Systematic Review of the Literature.,2021,Engineering and Physical Sciences Research Council
Measuring the impact of biodiversity datasets: data reuse  citations and altmetrics,2021,University of Wolverhampton
Epidemiological  clinical and pathological characteristics of gastric neoplasms in the province of Cremona: the experience of the first population-based specialized gastric cancer registry in Italy,2019,MEDeA onlus
Data mining and analysis of scientific research data records on Covid-19 mortality  immunity  and vaccine development - In the first wave of the Covid-19 pandemic.,2020,"The Engineering and Physical Sciences Research Council| Cisco Systems, USA"
Positive impact of preventative chemotherapy during a national helminth control program: Perception and KAP.,2020,Wellcome Trust| Department of Health
Experiences in integrated data and research object publishing using GigaDB,2016,BGI
"""Let's get the best quality research we can"": public awareness and acceptance of consent to use existing data in health research: a systematic review and qualitative study.",2013,Cancer Research UK| Department of Health| Medical Research Council
A global data set of the extent of irrigated land from 1900 to 2005,2015,U.S. Department of Agriculture| Academy of Finland
Patient perspectives on the linkage of health data for research: Insights from an online patient community questionnaire,2019,Patient-Centered Outcomes Research Institute (PCORI) Award
Sentinel Events Preceding Youth Firearm Violence: An Investigation of Administrative Data in Delaware,2016,NIGMS NIH HHS| Intramural CDC HHS
Selectivity profiling of BCRP versus P-gp inhibition: from automated collection of polypharmacology data to multi-label learning.,2016,Austrian Science Fund FWF
Discriminating treed and non-treed wetlands in boreal ecosystems using time series Sentinel-1 data,2020,Government Related Initiatives Program| Canadian Forest Service (CFS) of Natural Resources Canada| Canadian Space Agency
Big data from electronic health records for early and late translational cardiovascular research: challenges and potential,2017,Wellcome Trust| British Heart Foundation| Department of Health| Medical Research Council
The PROCLIPI international registry of early-stage mycosis fungoides identifies substantial diagnostic delay in most patients,2018,Cancer Research UK
Sharing clinical trial data,2016,Medical Research Council
Contracting as a bridging factor linking outer and inner contexts during EBP implementation and sustainment: a prospective study across multiple U.S. public sector service systems,2020,NIDA NIH HHS| NIMH NIH HHS| NCIPC CDC HHS| Centers for Disease Control and Prevention (US)
Predictors of the effects of treatment for shoulder pain: protocol of an individual participant data meta-analysis,2019,Department of Health
Shared data science infrastructure for genomics data,2019,National Science Foundation| Iowa State University| National Science Foundation (US)
Streamlining Data and Service Centers for Easier Access to Data and Analytical Services: The Strategy of ODATIS as the Gateway to French Marine Data,2020,"Centre National d’Etudes Spatiales| Centre National de la Recherche Scientifique| Institut de Recherche pour le Développement| Institut Français de Recherche pour l'Exploitation de la Mer| Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation"
Applying MCDA to weight indicators of seaport vulnerability to climate and extreme weather impacts for U.S. North Atlantic ports,2020,Engineer Research and Development Center
Health professionals practice and associated factors towards precautionary measures for COVID-19 pandemic in public health facilities of Gamo zone  southern Ethiopia: A cross-sectional study.,2021,Arba Minch University
Representation of people with comorbidity and multimorbidity in clinical trials of novel drug therapies: an individual-level participant data analysis,2019,Wellcome Trust| Medical Research Council
Fingolimod (FTY720) is not protective in the subacute MPTP mouse model of Parkinson's disease and does not lead to a sustainable increase of brain‐derived neurotrophic factor,2018,Novartis
Interactive visual analysis of drug-target interaction networks using Drug Target Profiler  with applications to precision medicine and drug repurposing.,2018,"Cancer Society of Finland, Sigrid Jusélius Foundation and Academy of Finland| European Union’s Horizon 2020 Research and Innovation Program"
Evaluation of the health risk of air pollution in major Chinese cities using a risk-based  multi-pollutant air quality health index during 2014–2018,2021,National Key Research and Development Plan of China on Joint Demonstration Technology and Integration Demonstration of Air Pollution Prevention and Control in Chengyu Area| Major Research Plan| the National Key Research Project of China-Strategy on Black Carbon Reduction and Evaluation of Health Effects of Climate Change
Integration of whole genome sequencing into a healthcare setting: high diagnostic rates across multiple clinical entities in 3219 rare disease patients,2021,Karolinska Institute| Stockholms Läns Landsting| Norges Forskningsråd| Knut och Alice Wallenbergs Stiftelse| Hjärnfonden| Vetenskapsrådet
Signal Normalization Reduces Image Appearance Disparity Among Multiple Optical Coherence Tomography Devices.,2017,NEI NIH HHS
Privacy-Preserving in Healthcare Blockchain Systems Based on Lightweight Message Sharing,2020,China Postdoctoral Science Foundation| Beijing Municipal Natural Science Foundation
Cost-effectiveness of point-of-care viscoelastic haemostatic assays in the management of bleeding during cardiac surgery: protocol for a prospective multicentre pragmatic study with stepped-wedge cluster randomised controlled design and 1-year follow-up (the IMOTEC study),2019,"Ministère de la Santé, Direction Générale de l'Offre de Soins, France"
Longitudinal Associations of Mental Disorders With Physical Diseases and Mortality Among 2.3 Million New Zealand Citizens.,2021,NICHD NIH HHS| NIA NIH HHS| Medical Research Council
A Novel User Collusion-Resistant Decentralized Multi-Authority Attribute-Based Encryption Scheme Using the Deposit on a Blockchain,2021,"Ministry of Science, ICT and Future Planning"
Lots of movement  little progress: a review of reptile home range literature.,2021,King Mongkut’s University of Technology Thonburi| The Institute of Science and Institute of Research and Development for Logistic Support at Suranaree University of Technology
Data standards can boost metabolomics research  and if there is a will  there is a way,2015,Biotechnology and Biological Sciences Research Council| Medical Research Council
Distributed learning on 20 000+ lung cancer patients - The Personal Health Train.,2020,Stichting voor de Technische Wetenschappen
An open-source GIS-enabled lookup service for Nagoya Protocol party information.,2020,Max-Planck-Gesellschaft| Deutsche Forschungsgemeinschaft
Understanding and evaluating new models of Child and Adolescent Mental Health Services in South-East England: a study protocol for an observational mixed-methods study,2018,NHS Oxfordshire CCG| NHS Buckinghamshire CCG| Oxford Collaboration for Leadership in Applied Health Research and Care
Efficient Analytical Queries on Semantic Web Data Cubes,2017,Argentinian Scientific Agency
MRI as a frontrunner in the search for amyotrophic lateral sclerosis biomarkers,2011,Motor Neurone Disease Association| Medical Research Council
Alcohol Outlet Density and Area-Level Heavy Drinking Are Independent Risk Factors for Higher Alcohol-Related Complaints,2018,NIDA NIH HHS| NIMH NIH HHS| NCHHSTP CDC HHS
Feasibility  acceptability and impact of integrating malaria rapid diagnostic tests and pre-referral rectal artesunate into the integrated community case management programme. A pilot study in Mchinji district  Malawi.,2016,Save the Children Malawi
Clinical governance programme in patients with acute coronary syndrome: design and methodology of a quality improvement initiative.,2020,AstraZeneca
Low prevalence of lipodystrophy in HIV-infected Senegalese children on long-term antiretroviral treatment: the ANRS 12279 MAGGSEN Pediatric Cohort Study,2018,Agence Nationale de Recherche sur le SIDA et les hépatites virales (ANRS)
Preferred Functions of Personal Health Records in Rural Primary Health Clinics in Canada: Health Care Team Perspectives.,2021,BC SUPPORT Unit Data Science and Health Informatics (DaSHI) Methods Cluster
Impact of Maternal HIV Seroconversion during Pregnancy on Early Mother to Child Transmission of HIV (MTCT) Measured at 4-8 Weeks Postpartum in South Africa 2011-2012: A National Population-Based Evaluation.,2015,World Health Organization| PEPFAR| Medical Research Council| NCHHSTP CDC HHS
Use of face masks and other personal preventive measures by Hajj pilgrims and their impact on health problems during the Hajj.,2020,Saudi Arabia Cultural Bureau in London
Using information and communications technology in a national population-based survey: the Kenya AIDS Indicator Survey 2012.,2014,CGH CDC HHS| Intramural CDC HHS
VALIDATE: Exploiting the synergy between complex intracellular pathogens to expedite vaccine research and development for tuberculosis  leishmaniasis  melioidosis and leprosy,2018,Medical Research Council
Perspectives of inpatient rehabilitation clinicians on the state of manual wheelchair training: a qualitative analysis.,2021,"National Institutes of Health, Comprehensive Opportunities in Rehabilitation Research Training| Encompass Health Therapy Grant"
Identification of Inherited Retinal Disease-Associated Genetic Variants in 11 Candidate Genes.,2018,Fight For Sight| RP Fighting Blindness| Swiss National Science Foundation
Early-season mapping of winter wheat in China based on Landsat and Sentinel images,2020,China National Funds for Distinguished Young Scientists
Spatial datasets of radionuclide contamination in the Ukrainian Chernobyl Exclusion Zone,2017,Natural Environment Research Council
Portable  low cost and sensitive cavity enhanced absorption (CEA) detection,2021,Department of Health
Comparing spatial null models for brain maps.,2021,Fondation Brain Canada| Canada Research Chairs| Natural Sciences and Engineering Research Council of Canada| Fonds de recherche du Québec – Nature et technologies| Canada First Research Excellence Fund| McGill University| Canadian Open Neuroscience Platform
Modelling habitat suitability for occurrence of human tick-borne encephalitis (TBE) cases in Finland,2020,"Tiina and Antti Herlin Foundation, the Jane and Aatos Erkko Foundation| Doctoral Programme in Interdisciplinary Environmental Sciences (DENVI) of the University of Helsinki"
Towards automatic calibration of neighbourhood influence in cellular automata land-use models,2020,CSIRO Australian Sustainable Agriculture Scholarship
Ethical and Legal Implications of Remote Monitoring of Medical Devices.,2020,Novo Nordisk Fonden
When Fluorescence Is not a Particle: The Tissue Translocation of Microplastics in Daphnia magna Seems an Artifact,2019,Danmarks Tekniske Universitet| Bundesministerium für Bildung und Forschung
Combinations of reproductive  individual  and weather effects best explain torpor patterns among female little brown bats (Myotis lucifugus).,2019,Saint Mary’s University| Natural Sciences and Engineering Research Council of Canada
The impact of outdoor air pollutants on outpatient visits for respiratory diseases during 2012-2016 in Jinan  China.,2018,Technology Development Plan Project of Jinan City| Key Research & Development Program of Shandong Province
Effects of low-dose hydrocortisone and hydrocortisone plus fludrocortisone in adults with septic shock: a protocol for a systematic review and meta-analysis of individual participant data,2020,Department of Health
State of the science: A scoping review and gap analysis of adolescent insulin pump self-management,2021,NINR NIH HHS
Effects of preconditioning by nasal splint and mouth breathing on emergence delirium after functional endoscopic sinus surgery in Chinese adults: a study protocol for a randomised controlled trial.,2020,Basic science and advanced technology foundation of Chongqing Science and Technology Commission| Foundation of Chongqing Health and Family Planning Commission| High-level Medical Reserved Personnel Training Project of Chongqing| Performance incentive and guidance project of scientific research institutes of Chongqing Science and Technology Commission| the Shanghai Songjiang District Programs for Science and Technology Development
Hospital staff participation in a national hip fracture audit: facilitators and barriers.,2019,Leiden University Medical Center
Inherited Retinal Degenerations: Current Landscape and Knowledge Gaps.,2018,NEI NIH HHS
ElectroCat: DOE's approach to PGM-free catalyst and electrode R&D,2018,EERE
The role of microRNAs in ovarian function and the transition toward novel therapeutic strategies in fertility preservation: from bench to future clinical application.,2020,Fonds De La Recherche Scientifique| Belgian National Fund for Scientific Research
Improving Urban Mobility by Defining a Smart Data Integration Platform,2020,"Spanish Ministry of Science, Innovation and Universities| Access@City research project"
Determinants of the willingness to participate in biobanking among Malaysian stakeholders in the Klang Valley,2018,Universiti Kebangsaan Malaysia
Lessons learnt from multifaceted diagnostic approaches to the first 150 families in Victoria's Undiagnosed Diseases Program.,2021,"the National Heart, Lung and Blood Institute| National Eye Institute| Victorian government Operational Infrastructure Support Program| National Human Genome Research Institute| Murdoch Children’s Research Institute"
Auditable Protocols for Fair Payment and Physical Asset Delivery Based on Smart Contracts,2019,National Natural Science Foundation of China| Start-up Fund for PhD Teachers in the Xi’an University of Technology| Key Research and Development Program of Shaanxi
Inter-laboratory comparison of knee biomechanics and muscle activation patterns during gait in patients with knee osteoarthritis.,2021,Reumafonds
Boundaries and e-health implementation in health and social care,2012,Chief Scientist Office
Why did some practices not implement new antibiotic prescribing guidelines on urinary tract infection? A cohort study and survey in NHS England primary care,2018,Department of Health
A qualitative study of effective collaboration among nurse home visitors  healthcare providers and community support services in the United States,2021,Nurse-Family Partnership National Service Office
Estimating publication bias in meta‐analyses of peer‐reviewed studies: A meta‐meta‐analysis across disciplines and journal tiers,2020,"Biostatistics Shared Resource (BSR) of the NIH-funded Stanford Cancer Institute| NIH-funded Biostatistics, Epidemiology and Research Design (BERD) Shared Resource of Stanford University's Clinical and Translational Education and Research| Quantitative Sciences Unit through the NIH-funded Stanford Diabetes Research Center| NCI NIH HHS| NIH HHS| NCATS NIH HHS| John E. Fetzer Memorial Trust| NIDDK NIH HHS"
Data resource profile: the allergic disease database of the Korean National Health Insurance Service.,2021,National Health Interview Survey
A Generic Approach for Live prediction of the risk of agricultural field runoff and delivery to watercourses: linking parsimonious soil-water-connectivity models with live weather data APIs in decision tools,2019,Biotechnology and Biological Sciences Research Council| Natural Environment Research Council
Read-Performance Optimization for Deduplication-Based Storage Systems in the Cloud,2014,National Natural Science Foundation of China| State Education Ministry| Division of Computer and Network Systems| Huawei Technologies| Ministry of Education of the People's Republic of China| National Science Foundation| Division of Information and Intelligent Systems
The Chagas disease study landscape: A systematic review of clinical and observational antiparasitic treatment studies to assess the potential for establishing an individual participant-level data platform.,2021,"Médecins Sans Frontières (Doctors without Borders) International| uk aid| federal ministry of education and research (bmbf) through kfw| dutch ministry of foreign affairs (dgis), the netherlands| Swiss Agency for Development and Cooperation (SDC), Switzerland"
A qualitative study of design stakeholders’ views of developing and implementing a registry-based learning health system,2020,Wellcome Trust| Department of Health
An innovative privacy preserving technique for incremental datasets on cloud computing,2016,UCI
A global dataset of the extent of irrigated land from 1900 to 2005,2014,U.S. Department of Agriculture| Academy of Finland
Integrated screening of migrants for multiple infectious diseases: Qualitative study of a city-wide programme.,2020,Medical Research Council
The psychosocial response to a terrorist attack at Manchester Arena  2017: a process evaluation.,2021,Government of the United Kingdom
Precipitation reconstruction for the Czech Lands  AD 1501–2010,2014,Czech Science Foundation
The Colorado East River Community Observatory Data Collection,2021,Office of Science| Biological and Environmental Research| U.S. Department of Energy
Development of high-resolution 72 h precipitation and hillslope flood maps over a tropical transboundary region by physically based numerical atmospheric–hydrologic modeling,2020,Fostering Innovation through Research
Physically-Based Particle Size Distribution Models of Urban Water Particulate Matter,2020,Florida Department of Environmental Protection| Florida Department of Transportation| Hydro-International
Comprehending the Health Informatics Spectrum: Grappling with System Entropy and Advancing Quality Clinical Research,2017,Wellcome Trust
Featured Article: Gender Bias in Pediatric Pain Assessment.,2019,Yale University Psychology Department
Demographic and practice factors predicting repeated non-attendance in primary care: a national retrospective cohort analysis.,2017,Chief Scientist Office
