title,year published,funders
The Medical Genome Reference Bank: a whole-genome data resource of 4000 healthy elderly individuals. Rationale and cohort design,2018,NIA NIH HHS
Flug- und Schiffsverkehr während der COVID-19-Pandemie in Deutschland: Herausforderungen für den Öffentlichen Gesundheitsdienst,2021,Robert Koch-Institut
Developing composite indices of geographical access and need for nursing home care in Ireland using multiple criteria decision analysis,2020,Health Research Board
Understanding a prospective approach to designing malicious social bots,2016,National Natural Science Foundation of China
The Global Landscape of SARS-CoV-2 Genomes  Variants  and Haplotypes in 2019nCoVR,2020,Alliance of International Science Organizations| National Key R&D Program of China| KC Wong Education Foundation| Chinese Academy of Sciences
Distributed Data Networks That Support Public Health Information Needs.,2017,AHRQ HHS
Summary of Potential and Exploitation of Big Data and AI in Bioeconomy,2021,Horizon 2020 Framework Programme
The Bari Manifesto: An interoperability framework for essential biodiversity variables,2019,University of Amsterdam| US National Science Foundation| Horizon 2020
I-KNOW - Measuring context relevance for adaptive semantics visualizations,2014,European Commission
The value of genomic variant ClinVar submissions from clinical providers: Beyond the addition of novel variants.,2018,NHGRI NIH HHS| NIMH NIH HHS
Data Access Control Based on Blockchain in Medical Cyber Physical Systems,2021,National Natural Science Foundation of China
Detecting Alzheimer's Disease on Small Dataset: A Knowledge Transfer Perspective,2018,CIHR| National Institute on Aging
Fine-grained pornographic image recognition with multiple feature fusion transfer learning,2020,National Natural Science Foundation of China| The open fund of Engineering Research Center of Cognitive Healthcare of Zhejiang Province| Key Technology Research and Development Program of Zhejiang
Dynamic Consent: a potential solution to some of the challenges of modern biomedical research,2017,Wellcome Trust
SAC - Adaptive blurring of sensor data to balance privacy and utility for ubiquitous services,2015,Fonds National de la Recherche Luxembourg
Cryptosporidium and Giardia in Surface Water: A Case Study from Michigan  USA to Inform Management of Rural Water Systems,2014,National Oceanic and Atmospheric Administration (NOAA)
Coordinating Global Multi-Site Studies of Military-Relevant Traumatic Brain Injury: Opportunities  Challenges  and Harmonization Guidelines,2021,RRD VA| U.S. Department of Defense| NCATS NIH HHS| NIH HHS| NIBIB NIH HHS| Defense and Veterans Brain Injury Center| CSRD VA| U.S. Department of Veterans Affairs| NIA NIH HHS| NINDS NIH HHS
What is new and relevant for sequencing-based microbiome research? A mini-review,2019,German Research Foundation
SRDS - An Efficient Query Scheme for Hybrid Storage Blockchains Based on Merkle Semantic Trie,2020,National Natural Science Foundation of China| Research and Development
AsiaCCS - Click This  Not That: Extending Web Authentication with Deception,2021,Office of Naval Research| National Science Foundation
Next Generation of Voluntary PRRS Virus Regional Control Programs.,2021,Boehringer Ingelheim
Introduction to a community dataset from an infrasound array experiment at Mt. Etna  Italy.,2021,RCUK | Natural Environment Research Council (NERC)| EC | EU Framework Programme for Research and Innovation H2020 | H2020 Priority Excellent Science | H2020 Marie Skłodowska-Curie Actions (H2020 Excellent Science - Marie Skłodowska-Curie Actions)| EC | Horizon 2020 Framework Programme (EU Framework Programme for Research and Innovation H2020)
Privacy Preserving Location Data Publishing: A Machine Learning Approach,2021,National Key Research and Development Program of China
Continuous Patient Monitoring With a Patient Centric Agent: A Block Architecture,2018,Federation University Australia
Fast and Privacy-Preserving Federated Joint Estimator of Multi-sUGMs,2021,Key Laboratory of Computer Network and Information Integration of Ministry of Education of China| Fundamental Research Funds for the Central Universities| National Key Research and Development Program of China| Jiangsu Provincial Key Laboratory of Network and Information Security
CL-ADMM: A Cooperative-Learning-Based Optimization Framework for Resource Management in MEC,2021,Natural Science Foundation of Guangxi Province| National Natural Science Foundation of China| Peng Cheng Laboratory Project of Guangdong Province| Key Research and Development Program for Guangdong Province| Innovation Project of Guangxi Graduate Education| Guangdong Province Basic and Applied Basic Research Foundation| National Key Research and Development Program of China
Unpacking the intention-behavior gap in privacy decision making for the internet of things (IoT) using aspect listing,2020,National Science Foundation| Nederlandse Organisatie voor Wetenschappelijk Onderzoek
Security and Privacy Requirements for Electronic Consent: A Systematic Literature Review,2021,KU Leuven C2-ePIC project
Carpool for Big Data: Enabling Efficient Crowd Cooperation in Data Market for Pervasive AI,2020,National Basic Research Program of China| Guangdong Basic and Applied Basic Research Foundation| National Natural Science Foundation of China| Program for Guangdong Introducing Innovative and Enterpreneurial Teams
The mzIdentML Data Standard Version 1.2  Supporting Advances in Proteome Informatics.,2017,Biotechnology and Biological Sciences Research Council| NIBIB NIH HHS| NIGMS NIH HHS| Wellcome Trust
To share or not to share: Drivers and barriers for sharing data via online amateur weather networks,2016,WeSenseIt
Repeat: a framework to assess empirical reproducibility in biomedical research,2017,NCATS NIH HHS
Rare disease research: Breaking the privacy barrier.,2014,BiobankCloud| BBMRI-LPC (grant agreement no. 313010)| IMI| EuroTeam| Swedish Research Council| EU Seventh Framework Programs RD-Connect (Grant agreement no.: 305444)
AnoniMME: bringing anonymity to the Matchmaker Exchange platform for rare disease gene discovery,2018,Enabling Progress in Genomic Research| Google Faculty Award| Privacy-Preserving Data Sharing
Multi-Mode Two-Step Floating Catchment Area (2SFCA) Method to Measure the Potential Spatial Accessibility of Healthcare Services,2019,Natural Science Foundation of Anhui Province| Anhui 346 Science and Technology Major Project
Healthcare Utilization and All-Cause Premature Mortality in Hungarian Segregated Roma Settlements: Evaluation of Specific Indicators in a Cross-Sectional Study,2018,Hungarian Academy of Sciences
Measuring Place Connectivity Using Big Social Media Data,2021,NIAID NIH HHS
Deep Learning Approaches for Continuous Authentication Based on Activity Patterns Using Mobile Sensing.,2021,King Mongkut's University of Technology North Bangkok| University of Phayao
Selling second best: how infant formula marketing works,2020,World Health Organisation
Hereditary renal cell carcinoma syndromes: diagnosis  surveillance and management,2018,European Research Council
De Novo Variants in the F-Box Protein FBXO11 in 20 Individuals with a Variable Neurodevelopmental Disorder,2018,NHGRI NIH HHS| NINDS NIH HHS| NICHD NIH HHS
A Collusion-Resistant Identity-Based Proxy Reencryption Scheme with Ciphertext Evolution for Secure Cloud Sharing,2020,National Natural Science Foundation of China
Applying probabilistic temporal and multisite data quality control methods to a public health mortality registry in Spain: a systematic approach to quality control of repositories,2016,Universitat Politècnica de València| Spanish Ministry of Economy and Competitiveness
The BonaRes metadata schema for geospatial soil-agricultural research data – Merging INSPIRE and DataCite metadata schemes,2019,German Federal Ministry of Education and Research (BMBF)
Flexible Functional Split Design for Downlink C-RAN With Capacity-Constrained Fronthaul,2019,Natural Sciences and Engineering Research Council of Canada| National Nature Science Foundation of China| Shanghai Sailing Program| ShanghaiTech University Start-Up Funds
BenchBox: A User-Driven Benchmarking Framework for Fat-Client Storage Systems,2018,Software-Defined Edge Clouds| Spanish Ministry of Science and Innovation research projects| IOStack| EU projects CloudSpaces| Cloud Services and Community Clouds
OZCHI - Structuring and engaging: the roles of design fictions in a co-design workshop,2018,Business Finland
A Survey of Public Key Encryption with Search Functionality for Cloud-assisted IoT,2021,Sichuan Science and Technology Program| National Natural Science Foundation of China
A survey of current practices for genomic sequencing test interpretation and reporting processes in US laboratories,2016,NHGRI NIH HHS| NCATS NIH HHS| NCI NIH HHS| NLM NIH HHS
Standards for data acquisition and software-based analysis of in vivo electroencephalography recordings from animals. A TASK1-WG5 report of the AES/ILAE Translational Task Force of the ILAE.,2017,National Institutes of Health| National Institute of Neurological Disorders and Stroke| U.S. Department of Defense| Otsuka Pharmaceutical| GlaxoSmithKline| Grantová Agentura České Republiky
Evaluating common data models for use with a longitudinal community registry.,2016,NCATS NIH HHS| NLM NIH HHS| NIDA NIH HHS
Preserving Chain-of-Evidence in Surveillance Videos for Authentication and Trust-Enabled Sharing,2020,European Union’s Horizon 2020 Research and Innovation Programme through the Marie Sklodowska-Curie| European Regional Development Fund| Science Foundation Ireland
Data quality-aware genomic data integration,2021,European Research Council
Tripal v3: an ontology-based toolkit for construction of FAIR biological community databases.,2019,USDA-ARS| Saskatchewan Pulse Growers| USDA NIFA NRSP10| USDA NIFA SCRI| NSF PGRP| NSF DIBBs| Genome Canada| Cotton Incorporated| U.S. Dry Pea and Lentil Council| Northern Pulse Growers| Washington Tree Fruit Research Commission
Increase value and reduce waste in research on psychological therapies.,2019,"Romanian Ministery of Research and Innovation, CNCS – UEFISCDI"
Recurrent Neural Networks in Mobile Sampling and Intervention.,2018,German Science Foundation| German Federal Ministry of Education and Research| European Community’s Seventh Framework Program| German Research Foundation
A Mechanistic Data-Driven Approach to Synthesize Human Mobility Considering the Spatial  Temporal  and Social Dimensions Together,2021,H2020 SoBigData++
Representation Learning of Knowledge Graphs With Entity Attributes,2020,National Natural Science Foundation of China
Study protocol for a cluster randomised controlled trial testing the effectiveness of the 'High schools High on life' intervention on reducing excessive drinking in Danish high schools.,2020,Kræftens Bekæmpelse
HPCA - DeACT: Architecture-Aware Virtual Memory Support for Fabric Attached Memory Systems,2021,Sandia National Laboratories| Office of Naval Research| U.S. Department of Energy
Privacy-Preserving Data Processing with Flexible Access Control,2020,National Basic Research Program of China| Natural Science Basic Research Plan in Shaanxi Province of China| National Natural Science Foundation of China| Academy of Finland| Higher Education Discipline Innovation Project| Fundamental Research Funds for the Central Universities| AXA Research Fund
Weakly-Supervised Learning of a Deep Convolutional Neural Networks for Semantic Segmentation,2019,Special Region of National Defence-Related Science and Technology Innovation of China
Advances in neuroimaging to support translational medicine in dementia.,2021,Medical Research Council| Wellcome Trust
The Not Yet Exploited Goldmine of OSINT: Opportunities  Open Challenges and Future Trends,2020,"European Social Fund| Spanish Ministry of Science, Innovation and Universities| FPU Predoctoral Contract| Ministerio de Ciencia, Innovación y Universidades| FPU Predoctoral Contract granted by the University of Murcia| Ramón y Cajal Research Contract"
Unsolved recognizable patterns of human malformation: Challenges and opportunities.,2018,Canadian Institutes of Health Research
Survey of scheduling techniques for addressing shared resources in multicore processors,2012,Ingenio 2010 Consolider| Spanish government's research
A week in the life of three large Wireless Community Networks,2015,"The Trentino Programme of Research, Training and Mobility of Post-Doctoral Researchers| European Commission"
Minimally Invasive Electrochemical Patch-Based Sensor System for Monitoring Glucose and Lactate in the Human Body-A Survey-Based Analysis of the End-User's Perspective.,2020,European Commission
A Source Hiding Identity-Based Proxy Reencryption Scheme for Wireless Sensor Network,2018,National Natural Science Foundation of China
Isolating the effect of cycling on local business environments in London.,2018,Engineering and Physical Sciences Research Council
A review on machine learning in 3D printing: applications  potential  and challenges,2020,National Research Foundation Singapore
A synonymous variant in MYO15A enriched in the Ashkenazi Jewish population causes autosomal recessive hearing loss due to abnormal splicing.,2021,Department of Health| NIDCD NIH HHS
Heterogeneous Few-Shot Model Rectification With Semantic Mapping,2021,Collaborative Innovation Center of Novel Software Technology and Industrialization| National Natural Science Foundation of China
Tension reduction and affect regulation: An examination of mood indices on drinking and non-drinking days among university student drinkers.,2018,NIDA NIH HHS
Research on Standard Compliance Test Algorithm Based on Electronic Medical Records of Traditional Chinese Medicine Outpatients.,2020,Scientific Research Project of Sichuan Health Information Society and the National Natural Science Foundation of China
Patient generated health data use in clinical practice: A systematic review,2019,NINR NIH HHS
Scheduling and flexible control of bandwidth and in-transit services for end-to-end application workflows,2016,US National Science Foundation| IBM Faculty Award| US Department of Energy| ExaCT Combustion Co-Design Center| Advanced Scientific Computing Research and Fusion Energy Sciences Partnership for Edge Physics Simulations
Facilitating collaboration in rare genetic disorders through effective matchmaking in DECIPHER.,2015,Wellcome Trust
Crowdsourcing without Data Bias: Building a Quality Assurance System for Air Pollution Symptom Mapping,2021,Ministerstwo Nauki i Szkolnictwa Wyższego
Data Privacy-Preserving Automation Architecture for Industrial Data Exchange in Smart Cities,2018,IHPC privacy-preserving data mining fund
CIKM - Optimizing Multi-Relational Factorization Models for Multiple Target Relations,2014,Deutsche Forschungsgemeinschaft| IAI-Reasearch Grant
Time-controlled Regular Language Search over Encrypted Big Data,2020,National Natural Science Foundation of China| Minjiang University
Bit-Level Disturbance-Aware Memory Partitioning for Parallel Data Access for MLC STT-RAM,2018,China Major S&T Project| National Natural Science Foundation of China
Trust and the ethical challenges in the use of whole genome sequencing for tuberculosis surveillance: a qualitative study of stakeholder perspectives.,2019,Genome British Columbia
Structure Feature Learning Method for Incomplete Data,2016,National Natural Science Foundation of China
Low-Latency High-Throughput Systolic Multipliers Over $GF(2^{m})$ for NIST Recommended Pentanomials,2015,National Science Foundation
Initial validation of brief measures of suicide risk factors: Common data elements used by the Military Suicide Research Consortium.,2017,NIMH NIH HHS| Military Suicide Research Consortium| Office of the Assistant Secretary of Defense for Health Affairs
(Hyper)active Data Curation: A Video Case Study from Behavioral Science.,2021,NIMH NIH HHS| NICHD NIH HHS
A System for Burned Area Detection on Multispectral Imagery,2021,e-Geos
From data to decisions: understanding information flows within regulatory water quality monitoring programs,2020,University of Oxford’s REACH program| Bill and Melinda Gates Foundation
The Nanomaterial Registry: facilitating the sharing and analysis of data in the diverse nanomaterial community.,2013,NIBIB NIH HHS
BigComp - Conceptual Modeling and Smart Computing for Big Transportation Data,2021,University of Manitoba
Vaccine-Preventable Disease-Associated Hospitalisations Among Migrant and Non-migrant Children in New Zealand,2019,"Ministry of Business, Innovation and Employment"
A Fight Against the Dissemination of Deepfakes in Other Countries: Criminal and Criminological Aspects,2021,Russian Foundation for Basic Research
Optimizing natural gas pipeline transmission with nonuniform elevation: A new initialization approach,2019,National Natural Science Foundation of China
Long short-term memory approach to estimate battery remaining useful life using partial data,2020,Ministry of Science and Technology of Taiwan
The mzTab Data Exchange Format: Communicating Mass-spectrometry-based Proteomics and Metabolomics Experimental Results to a Wider Audience,2014,NIGMS NIH HHS| Biotechnology and Biological Sciences Research Council| Wellcome Trust
X-Reality System Architecture for Industry 4.0 Processes,2018,European Commission
Development and validation of a questionnaire to assess Unaccompanied Migrant Minors' needs (AEGIS-Q).,2020,Università Cattolica del Sacro Cuore
Dataset of wearable sensors with possibilities for data exchange,2019,Norges Forskningsråd
Addressing disparities and challenges in underserved patient populations with metastatic breast cancer in Europe.,2020,Pfizer
Prevalence of anemia and iron profile among children and adolescent with low socio-economic status.,2019,"University of Indonesia, Indonesia"
Availability  readability  and content of privacy policies and terms of agreements of mental health apps,2019,British Columbia Knowledge Development Fund| Canadian Consortium on Neurodegeneration in Aging| BC Children's Hospital Foundation| Canadian Institutes of Health Research| Vancouver Coastal Health Research Institute| Canada Foundation for Innovation
Genetic testing in dementia - utility and clinical strategies.,2020,Medical Research Council
LeakDoctor: Toward Automatically Diagnosing Privacy Leaks in Mobile Applications,2019,National Science Foundation
ICSE - Sustainable Solving: Reducing The Memory Footprint of IFDS-Based Data Flow Analyses Using Intelligent Garbage Collection,2021,Ministry of Education
Recommendations for the development of Egyptian human biobanking ethical guidelines.,2021,Wellcome Trust
Spot the difference: comparing results of analyses from real patient data and synthetic derivatives,2020,WUSM-Pediatric Neurocritical Care Program
Efficient Revocable Multi-Authority Attribute-Based Encryption for Cloud Storage,2021,National Natural Science Foundation of China
African genetic diversity and adaptation inform a precision medicine agenda.,2021,NHGRI NIH HHS| NIMH NIH HHS
Harnessing alternative sources of antimicrobial resistance data to support surveillance in low-resource settings,2018,Wellcome Drug Resistant Infection Priority Programme
Prenatal maternal stress and risk of neurodevelopmental disorders in the offspring: A systematic review and meta-analysis protocol,2019,Science Foundation Ireland
Openwashing: A decoupling perspective on organizational transparency,2017,Foundation of German Industry
Did I Tell You That? Ethical Issues Related to Using Computational Methods to Discover Non-Disclosed Patient Characteristics.,2016,AHRQ HHS| NIMH NIH HHS
Small-molecule 3D structure prediction using open crystallography data.,2013,NLM NIH HHS
Accelerometer data collected with a minimum set of wearable sensors from subjects with Parkinson's disease.,2021,The Michael J Fox Foundation for Parkinson&apos;s Research
ATMChain: Blockchain-Based Solution to Security Problems in Air Traffic Management,2021,National Natural Science Foundation of China| Tianjin Municipal Education Commission
Experiments using Semantic Web technologies to connect IUGONET  ESPAS and GFZ ISDC data portals,2016,Kyoto University
A soil bulk density pedotransfer function based on machine learning: a case study with the NCSS soil characterization database.,2017,Agriculture and Food Research Initiative Competitive| USDA National Institute of Food and Agriculture
Further delineation of the clinical spectrum of de novo TRIM8 truncating mutations,2018,Trudy Mandel Louis Charitable Trust| Regional Council of Burgundy| NINDS NIH HHS
Flexible neural trees based early stage identification for IP traffic,2015,Natural Science Foundation of Shandong Province| National Natural Science Foundation of China
SEC - F-cooper: feature based cooperative perception for autonomous vehicle edge computing system using 3D point clouds,2019,National Science Foundation
How to deal with uncertainty in prenatal genomics: A systematic review of guidelines and policies.,2021,Wellcome Trust
ICCDA - Electronic Medical Record Sharing System Based on Hyperledger Fabric and InterPlanetary File System,2021,National Natural Science Foundation of China
Intent-based networks for 6G: insights and challenges,2020,Beijing Natural Science Foundation| State Major Science and Technology Special Project| National Natural Science Foundation of China| National Program for Special Support of Eminent Professionals
Impact of antibiotic resistance on outcomes of neutropenic cancer patients with Pseudomonas aeruginosa bacteraemia (IRONIC study): study protocol of a retrospective multicentre international study,2019,Instituto de Salud Carlos III
SEMANTICS - Crowdsourced semantic annotation of scientific publications and tabular data in PDF,2015,Horizon 2020
Opportunities for use of one species for longer-term toxicology testing during drug development: A cross-industry evaluation.,2020,III| ICH| NC3Rs
From Patient Engagement to Precision Oncology: Leveraging Informatics to Advance Cancer Care,2020,NLM NIH HHS| NCATS NIH HHS| NIDDK NIH HHS| NIBIB NIH HHS| NCI NIH HHS
Proceedings of the Comprehensive Oncology Network Evaluating Rare CNS Tumors (NCI-CONNECT) Oligodendroglioma Workshop,2019,"National Institutes of Health| Center for Cancer Research, Neuro-Oncology Branch| National Cancer Institute"
Enabling the Big Earth Observation Data via Cloud Computing and DGGS: Opportunities and Challenges,2019,Chinese Academy of Sciences
A Review of the Challenges of Using Biomedical Big Data for Economic Evaluations of Precision Medicine,2019,National Institute for Health Research Oxford Biomedical Research Centre| Studienstiftung des Deutschen Volkes
Dynamics of the medical-dental relationship in a University Hospital in Buenos Aires  Argentina.,2019,University Department at Hospital Italiano| Universidad de Buenos Aires
Mobile phone applications for diabetes management: A systematic review.,2019,Spanish Research Board| European Horizon 2020 Programme
Creating an enabling environment for investment in climate services: The case of Uruguay’s National Agricultural Information System,2017,Seventh Framework Programme| Economic and Social Research Council| European Research Council
iStore: Towards the Optimization of Federation File Systems,2019,National Research Foundation of Korea
Web-Based Data Integration and Interoperability for a Massive Spatial-Temporal Dataset of the Heihe River Basin EScience Framework,2015,National Natural Science Foundation of China
The INFRA-EAR: a low-cost mobile multidisciplinary measurement platform for monitoring geophysical parameters,2021,Nederlandse Organisatie voor Wetenschappelijk Onderzoek
Biological material collection to advance translational research and treatment of children with CNS tumours: position paper from the SIOPE Brain Tumour Group,2018,Cancer Research UK
Geographic variation within the military health system,2017,Henry M. Jackson Foundation
Efficient Certificateless Online/Offline Signcryption Scheme for Edge IoT Devices,2021,Chenguang Program of Shanghai Municipal Education Commission| National Natural Science Foundation of China| Science and Technology Commission of Shanghai Municipality
Sequencing-based genome-wide association studies reporting standards,2021,NHGRI NIH HHS
Self-perception of leadership style of dentists: heads of dental departments in community hospitals  Southern Thailand.,2020,"the Research Fund, Faculty of Dentistry, Prince of Songkla University| the Graduate School Dissertation Funding for Thesis, Prince of Songkla University"
TASUKE+: a web-based platform for exploring genome-wide association studies results and large-scale resequencing data.,2019,"Genomics-based Technology for Agricultural Improvement| Development of Genome Information Database System for Innovation of Crop and Livestock Production| Ministry of Agriculture, Forestry and Fisheries of Japan"
Flooding Risk Assessment and Analysis Based on GIS and the TFN-AHP Method: A Case Study of Chongqing  China,2021,Fundamental Research Funds for the Central Universities| the Chongqing Technology Innovation and Application Development Key Project| Chongqing Social Science Planning Fund
Transnational access to large prospective cohorts in Europe: Current trends and unmet needs.,2018,Medical Research Council
String Comparators for Chinese-Characters-Based Record Linkages,2021,Fundamental Research Funds for the Central Universities| National Natural Science Foundation of China
SAC - Exploring the storj network: a security analysis,2021,FWO
Terrain mobility estimation using TWI and airborne gamma-ray data,2018,Ministry of Agriculture and Forestry
Calgary Normative Study: design of a prospective longitudinal study to characterise potential quantitative MR biomarkers of neurodegeneration over the adult lifespan.,2020,CIHR
A cross-sectional survey of essential surgical capacity in Somalia,2014,World Health Organization
How do people in the “Land of Hornbills” perceive Hornbills?,2021,Ministry of Higher Education Malaysia
Dutch genome diagnostic laboratories accelerated and improved variant interpretation and increased accuracy by sharing data,2019,Nederlandse Organisatie voor Wetenschappelijk Onderzoek| ZonMw
Theory of Mind Experience Sampling in Typical Adults,2013,NEI NIH HHS
Automated production of research data marts from a canonical fast healthcare interoperability resource data repository: applications to COVID-19 research.,2021,NCATS NIH HHS| NIH HHS| Health Sciences South Carolina| Duke Endowment
Human fetal whole-body postmortem microfocus computed tomographic imaging.,2021,Medical Research Council| Department of Health
Increasing the Delivery of Preventive Health Services in Public Education.,2016,NIDA NIH HHS
A Lightweight Auditing Service for Shared Data With Secure User Revocation in Cloud Storage,2019,Iran National Science Foundation
MobiQuitous - HEliOS: huffman coding based lightweight encryption scheme for data transmission,2019,US National Science Foundation
Treatment Outcomes in Adult Tuberculous Meningitis: A Systematic Review and Meta-analysis,2020,NIAID NIH HHS| NINDS NIH HHS
SIGSPATIAL/GIS - Semantic multimedia-enhanced spatio-temporal queries in a crowdsourced environment,2015,"KACST, Saudi Arabia"
P2DS@EuroSys - Protecting Sensory Data against Sensitive Inferences,2018,Microsoft Azure for Research Award| EPSRC Databox grant| Queen Mary University of London Life Science Initiative
Supporting I/O and IPC via fine-grained OS isolation for mixed-criticality real-time tasks,2020,Army Research Office| National Science Foundation| Office of Naval Research
BCB - Scalable Statistical Introgression Mapping Using Approximate Coalescent-Based Inference,2019,National Science Foundation
RADAR: Data Protection in Cloud-Based Computer Systems at Run Time,2021,European Union’s Horizon 2020 Research and Innovation Programme
Fluid─structure interaction between a pendulum and monochromatic waves,2021,Nederlandse Organisatie voor Wetenschappelijk Onderzoek
Whole genome sequencing as a typing tool for foodborne pathogens like Listeria monocytogenes – The way towards global harmonisation and data exchange,2018,Federal Ministry of Health
Development of Open-source Software and Gaze Data Repositories for Performance Evaluation of Eye Tracking Systems.,2019,Science Foundation Ireland
Perspectives on the implementation of FAIR principles in solid Earth Research Infrastructures.,2020,Istituto Nazionale di Geofisica e Vulcanologia
Achieving Precision Mental Health through Effective Assessment  Monitoring  and Feedback Processes,2016,NIMH NIH HHS
Repair: The Interface Between Interaction and Cognition.,2018,Research Councils UK| Engineering and Physical Sciences Research Council
The value of big data for credit scoring: Enhancing financial inclusion using mobile phone data and social network analytics,2019,"Belgian bank, Belgium"
Tightrope walking towards maximising secondary uses of digitised health data: a qualitative study.,2016,Medical Research Council| Chief Scientist Office
Assessment of a demonstrator repository for individual clinical trial data built upon DSpace.,2020,Horizon 2020 Framework Programme
A Novel Graph-Based Descriptor for the Detection of Billing-Related Anomalies in Cellular Mobile Networks,2016,European Commission| Seventh framework program
The experience sampling method as an mHealth tool to support self-monitoring  self-insight  and personalized health care in clinical practice,2017,European Community's Seventh Framework Program| Nederlandse Organisatie voor Wetenschappelijk Onderzoek| Weijerhorst Stichting
Increasing value and reducing waste in biomedical research regulation and management,2014,Intramural NIH HHS| Medical Research Council
"""Who owns your poop?"": insights regarding the intersection of human microbiome research and the ELSI aspects of biobanking and related studies",2011,CIHR
Building Damage Detection Using U-Net with Attention Mechanism from Pre- and Post-Disaster Remote Sensing Datasets,2021,National Natural Science Foundation of China| National Key R&D Program of China
CNSA: a data repository for archiving omics data.,2020,Guangdong Provincial Key Laboratory of Genome Read and Write
Genetics of eating disorders in the genome-wide era.,2021,NIMH NIH HHS
DeepBlockShield: Blockchain Agent-Based Secured Clinical Data Management Model from the Deep Web Environment,2021,Korea Health Industry Development Institute
Intelligent Learning for Knowledge Graph towards Geological Data,2017,Ministry of Land and Resources of the People’s Republic of China
Ridesourcing and Travel Demand: Potential Effects of Transportation Network Companies in Bogotá,2020,Inter-American Development Bank
Self-Tracking Practices and Digital (Re)productive Labour,2017,Social Sciences and Humanities Research Council of Canada
Knowledge-based biomedical word sense disambiguation: an evaluation and application to clinical document classification,2012,NCRR NIH HHS| NLM NIH HHS
Building Capacity of Community Health Centers to Overcome Data Challenges with the Development of an Agile COVID-19 Public Health Registry: A Multi-State Quality Improvement Effort.,2021,US Centers for Disease Control and Prevention
Design and implementation of location-aware semantic mobile mashups,2018,Ministry of Education
SIGSPATIAL/GIS - Effective Scalable and Integrative Geocoding for Massive Address Datasets,2017,National Science Foundation
Energy  Environmental and Economic Analysis of Air-to-Air Heat Pumps as an Alternative to Heating Electrification in Europe,2020,Horizon 2020
New Approach to Set Representation and Practical Private Set-Intersection Protocols,2019,Natural Science Foundation of Hubei Province| Hubei University of Technology| National Natural Science Foundation of China
Linking community-based monitoring to water policy: Perceptions of citizen scientists.,2018,Simon Fraser University| Social Sciences and Humanities Research Council| Social Sciences and Humanities Research Council of Canada
Visualization of evolutionary relationships through geologic time in Timescale Creator,2020,Purdue University
DeepDance: Music-to-Dance Motion Choreography With Adversarial Learning,2021,Strategic Capability Research Centres Funding Initiative| National Natural Science Foundation of China| National Research Foundation Singapore
COMPSAC - Distributed Big Data Computing for Supporting Predictive Analytics of Service Requests,2021,Mitacs| Natural Sciences and Engineering Research Council of Canada| University of Manitoba
SAC - ArDO: an ontology to describe the dynamics of multimedia archival records,2021,DFG
A new model framework for sponge city implementation: Emerging challenges and future developments.,2019,"University of Technology, Sydney"
Consistency assessment for open geodata integration: an ontology-based approach,2019,Libera Università di Bolzano
Human Mobility Data in the COVID-19 Pandemic: Characteristics  Applications  and Challenges,2021,National Science Foundation| NSF
How to foster innovation: A data-driven approach to measuring economic competitiveness,2017,IBM Science for Social Good initiative| WEF
The ADRIREEF database: a comprehensive collection of natural/artificial reefs and wrecks in the Adriatic Sea,2021,Interreg| European Regional Development Fund
Perspectives of different stakeholders on data use and management in public health emergencies in sub-Saharan Africa: a meeting report,2021,"Department for International Development, UK Government| Wellcome Trust"
An Open Framework for Participatory PM2.5 Monitoring in Smart Cities,2017,Academia Sinica| Ministry of Science and Technology of Taiwan
Climate Change Projection in the Twenty-First Century Simulated by NIMS-KMA CMIP6 Model Based on New GHGs Concentration Pathways,2021,Lawrence Livermore National Laboratory| Korea Meteorological Administration
Exploring the similarities between informal and medieval settlements: A methodology and an application,2021,Université Côte d’Azur| Agence Nationale de la Recherche
Interaction Network Provides Clues on the Role of BCAR1 in Cellular Response to Changes in Gravity,2021,Deutsches Zentrum für Luft- und Raumfahrt
Enhanced Human Activity Recognition based on Activity Tracker Data Using Secure Homomorphic Encryption Techniques,2021,All India Council for Technical Education
Rare Disease Research Roadmap: Navigating the bioinformatics and translational challenges for improved patient health outcomes,2014,Australian National Health and Medical Research Council
Experiments of an IoT-based wireless sensor network for flood monitoring in Colima  Mexico,2021,Engineering and Physical Sciences Research Council
Revocable Attribute-Based Signature for Blockchain-Based Healthcare System,2020,National Basic Research Program of China| National Natural Science Foundation of China
Catalyst Acquisition by Data Science (CADS): a web-based catalyst informatics platform for discovering catalysts,2020,Core Research for Evolutional Science and Technology| Japan Society for the Promotion of Science
The sharing of research data facing the COVID-19 pandemic.,2021,Ministerio de Ciencia e Innovación
Database Resources of the BIG Data Center in 2019,2018,Key Program of the Chinese Academy of Sciences| National Natural Science Foundation of China| Chinese Academy of Sciences| Five-year Informatization Plan of CAS| International Partnership Program of the CAS| National Key Research & Development Program of China| Special Project on Precision Medicine under the National Key R&D Program
Eye-Tracking in Educational Practice: Investigating Visual Perception Underlying Teaching and Learning in the Classroom.,2020,Open University of The Netherlands
OWLS as platform technology in OPTOS satellite,2017,Ministerio de Economía y Competitividad| European Space Agency
Challenges in public health and epidemiology research in humanitarian settings: experiences from the field.,2020,Fogarty International Center
